psraid,sample,int_date,version,cregion,usr,q6a,q6b,q7,pay1a,pay1b,pay1c,pay1d,pay1e,pay1f,pay1g,pay1h,pay1i,pay1j,pay1k,pay1l,pay1m,pay1n,pay1o,pay1p,pay2a,pay2b,pay2c,pay3,pay4,ql1,ql1a,qc1,hh1,emp,par,sex,age,educ,hisp,race,inc,activ75,activ87,activ112,income,iphoneuse,hphoneuse,recage,receduc,racethn,weight,standwt
300171,1,100710,1,3,S,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,2,70,5,2,1,3,3,1,3,1,2,2,6,3,1,1.58823529411765,.504584213124768
300182,1,100710,1,2,R,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,200,50,2,1, ,4,3,2,2,52,3,2,1,8,3,3,3,4,1,2,4,2,1,5.05882352941176,1.60719416032334
300187,1,100710,1,3,S,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2, ,80,1, , ,2,1,2,1,50,3,1,6,2,1,1,1,1,2,2,4,2,3,3.47058823529412,1.10260994719857
300188,1,100710,1,2,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,3,2,1,2,47,7,2,1,99,3,3,3,9,2,2,4,4,1,2.17647058823529,.69146725502283
300191,1,100710,1,4,U,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,1,83,7,2,1,6,2,3,3,3,2,2,6,4,1,1.76470588235294,.560649125694187
300207,1,100710,1,3,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,2,4,1,2,24,5,2,1,3,3,1,3,1,2,2,1,3,1,1.70588235294118,.541960821504381
300211,1,100710,1,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2, ,0,1, , ,1,3,2,1,66,6,2,1,4,3,3,3,2,2,2,6,4,1,1,.317701171226706
300220,1,100710,1,1,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,3,2,2,80,6,2,1,3,3,3,3,1,2,2,6,4,1,1,.317701171226706
300224,1,100710,1,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,99,5,2,1,99, , , ,9,2,2,9,3,1,1,.317701171226706
300231,1,100710,1,1,R,2,1,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2, , ,1, , ,2,1,2,2,42,5,2,1,5,3,3,3,2,2,2,3,3,1,3.52941176470588,1.12129825138837
300235,1,100710,1,4,U,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,2,65,7,2,2,4,3,3,3,2,2,2,6,4,2,1,.317701171226706
300241,1,100710,1,2,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,3,3,2,1,79,6,2,1,3,3,3,3,1,2,2,6,4,1,1.35294117647059,.429830996365543
300247,1,100710,1,3,S,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2, ,10,1, , ,2,1,1,1,42,6,2,1,99,1,3,3,4,2,2,3,4,1,2.82352941176471,.897038601110699
300248,1,100710,1,2,S,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,20,10,1, , ,5,1,2,1,26,6,2,1,6,2,1,2,3,2,2,2,4,1,2.41176470588235,.766220471782055
300250,1,100910,2,4,R,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,3,2,1,66,5,2,9,99,3,3,3,9,2,2,6,3,9,2.23529411764706,.710155559212637
300257,1,100710,1,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,81,7,2,2,4, , , ,2,2,2,6,4,2,1,.317701171226706
300272,1,100710,1,2,S,1,1,1,1,1,1,1,2,1,2,2,8,1,1,1,2,8,2,2,2,2,2, ,25,1, , ,2,1,1,2,36,7,2,1,6,1,3,3,3,2,2,3,4,1,3,.953103513680118
300276,1,100710,1,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,3,3,2,2,63,6,2,1,6,3,3,3,3,2,2,5,4,1,1.35294117647059,.429830996365543
300280,1,100710,1,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,3,2,1,74,3,2,1,1, , , ,1,1,1,6,2,1,4.11764705882353,1.30818129328644
300283,1,100710,1,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,1,3,2,1,60,5,2,1,6,1,3,3,3,2,2,5,3,1,2.76470588235294,.878350296920893
300286,1,100710,1,2,S,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,2,1,2,2,55,5,2,1,6,3,3,3,3,2,2,5,3,1,1.35294117647059,.429830996365543
300290,1,100710,1,2,R,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,8,1,50,0,2,1, ,1,5,2,2,57,6,2,1,99,1,2,1,9,1,2,5,4,1,1.05882352941176,.336389475416512
300293,1,100810,2,3,R,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,9999,1, , ,2,3,2,1,72,7,2,1,9,2,2,3,4,2,2,6,4,1,1.23529411764706,.392454387985931
300299,1,100710,1,2,R,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2, ,0,1, , ,2,3,2,2,55,6,2,1,6,1,1,3,3,2,2,5,4,1,1.05882352941176,.336389475416512
300300,1,100710,1,2,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,4,2,2,49,7,2,1,99,3,3,3,4,2,2,4,4,1,2.41176470588235,.766220471782055
300301,1,100710,1,2,R,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,1,57,5,2,1,4,3,3,3,2,2,2,5,3,1,1.88235294117647,.598025734073799
300302,1,100710,1,4,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,2,2,2,60,3,2,1,2, , , ,1,2,2,5,2,1,1.41176470588235,.44851930055535
300303,1,100710,1,4,R,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2, ,0,1, , ,4,1,1,1,48,7,2,1,99,2,1,3,9,2,2,4,4,1,2,.635402342453412
300311,1,100710,1,2,U,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2, ,0,1, , ,3,1,2,2,57,5,2,1,7,3,2,3,4,2,2,5,3,1,1.82352941176471,.579337429883993
300314,1,100710,1,2,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,3,2,2,59,5,2,2,1, , , ,1,1,1,5,3,2,2.41176470588235,.766220471782055
300322,1,100710,1,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,4,5,1,1,57,3,2,1,6, , , ,3,1,2,5,2,1,6.35294117647059,2.01833685249907
300323,1,100710,1,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2, ,0,1, , ,9,9,9,1,55,6,1,5,99,3,3,3,9,2,2,5,4,3,2.52941176470588,.803597080161668
300334,1,100710,1,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,1,2,1,69,7,2,1,7,3,3,3,4,2,2,6,4,1,1,.317701171226706
300336,1,100710,1,2,U,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,3,2,2,69,3,2,4,2,3,3,3,1,2,2,6,2,4,1.11764705882353,.355077779606318
300341,1,100710,1,4,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,88,5,2,1,2, , , ,1,2,2,6,3,1,1,.317701171226706
300350,1,100710,1,4,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,5,2,2,79,3,2,1,1, , , ,1,1,1,6,2,1,1.70588235294118,.541960821504381
300359,1,100810,2,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,1,1,50,6,1,4,6,1,3,3,3,2,2,4,4,3,3.29411764705882,1.04654503462915
300364,1,100810,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,77,3,2,1,2, , , ,1,2,2,6,2,1,1.11764705882353,.355077779606318
300371,1,100810,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,3,3,2,2,67,5,2,1,99, , , ,3,2,2,6,3,1,1.23529411764706,.392454387985931
300376,1,100810,2,3,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, ,2,5,1,1,32,1,2,1,1,3,1,1,1,1,1,2,1,1,8.17647058823529,2.59767428238307
300380,1,100810,2,4,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, ,0,1, , ,3,1,2,1,51,3,2,1,8,3,3,3,4,2,2,4,2,1,3.17647058823529,1.00916842624954
300383,1,100810,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,85,7,2,1,6, , , ,3,2,2,6,4,1,1.11764705882353,.355077779606318
300385,1,100810,2,1,R,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9, ,9999,1, , ,1,1,1,2,99,3,2,1,4,2,3,2,2,2,2,9,2,1,1.35294117647059,.429830996365543
300387,1,100810,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,3,3,2,2,73,3,1,1,2, , , ,1,2,2,6,2,3,3.94117647058824,1.25211638071702
300389,1,100810,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,4,1,2,1,52,6,2,2,7,3,3,3,4,2,2,4,4,2,2.05882352941176,.654090646643218
300390,1,100810,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,2,2,2,62,5,2,1,6,3,3,3,3,2,2,5,3,1,1.64705882352941,.523272517314574
300391,1,100810,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,1,75,1,2,1,1, , , ,1,2,2,6,1,1,2.35294117647059,.747532167592249
300395,1,100810,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1, , ,4,1,2,1,63,6,2,1,8,3,3,3,4,2,2,5,4,1,2.05882352941176,.654090646643218
300397,1,100810,2,2,S,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,2,45,6,2,1,5,3,3,3,2,2,2,4,4,1,2.17647058823529,.69146725502283
300398,1,100810,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,1,2,1,67,7,2,1,9,3,3,3,4,2,2,6,4,1,1.70588235294118,.541960821504381
300399,1,100910,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,70,6,2,5,4, , , ,2,2,2,6,4,4,1,.317701171226706
300405,1,100810,2,3,R,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,50,1, , ,2,1,2,2,59,7,2,1,7,1,2,3,4,2,2,5,4,1,1.52941176470588,.485895908934962
300412,1,100810,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,5,2,1,66,7,2,1,1, , , ,1,2,2,6,4,1,1.23529411764706,.392454387985931
300420,1,100810,2,2,R,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,1,2,1,59,7,2,1,8,3,2,3,4,2,2,5,4,1,1.23529411764706,.392454387985931
300427,1,100810,2,1,S,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,9998,9998,1, , ,2,1,2,1,69,5,2,1,6,2,3,3,3,2,2,6,3,1,2.64705882352941,.84097368854128
300434,1,100810,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,100,0,1, , ,1,1,2,2,55,7,2,1,7,3,2,3,4,2,2,5,4,1,1.23529411764706,.392454387985931
300435,1,100810,2,3,R,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,1,64,6,2,1,6,3,1,1,3,2,2,5,4,1,1.82352941176471,.579337429883993
300436,1,100810,2,3,R,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,1,5,2,1,62,5,2,1,99,3,3,3,1,2,2,5,3,1,1.52941176470588,.485895908934962
300438,1,100810,2,2,S,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,200,200,1, , ,2,1,2,2,60,7,2,1,8,1,2,3,4,2,2,5,4,1,2.23529411764706,.710155559212637
300446,1,100810,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,2,3,2,2,81,3,2,1,99, , , ,1,1,2,6,2,1,6.17647058823529,1.96227193992965
300447,1,100810,2,3,S,1,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,8,1,100,0,1, , ,2,2,2,2,50,5,2,1,7,2,3,3,4,2,2,4,3,1,2.47058823529412,.784908775971862
300449,1,100810,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,4,1,1,1,41,1,2,2,1, , , ,1,2,2,3,1,2,3.70588235294118,1.17736316395779
300450,1,100810,2,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,1,80,3,2,1,5, , , ,2,2,2,6,2,1,1.94117647058824,.616714038263605
300455,1,100810,2,1,S,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,1,63,7,2,1,7,3,3,3,4,2,2,5,4,1,2.11764705882353,.672778950833024
300457,1,100910,2,1,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,6,1,2,1,49,7,2,1,5,3,1,1,2,2,2,4,4,1,2.17647058823529,.69146725502283
300466,1,100810,2,3,R,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,100,9998,1, , ,2,1,1,1,47,7,2,1,8,3,1,3,4,2,2,4,4,1,2,.635402342453412
300467,1,100810,2,3,S,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2, ,200,1, , ,3,1,2,2,18,3,2,1,4,2,2,2,2,2,2,1,2,1,2.29411764705882,.728843863402443
300468,1,100810,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,2,2,99,9,2,1,99, , , ,9,1,1,9,9,1,3.17647058823529,1.00916842624954
300472,1,100810,2,2,S,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,1,3,2,2,72,3,2,1,99,3,1,1,9,2,2,6,2,1,1,.317701171226706
300473,1,100810,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,3,2,2,69,2,2,1,2, , , ,1,1,1,6,1,1,7.52941176470588,2.3921029362952
300475,1,100910,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,3,3,2,1,76,3,2,1,3,3,3,3,1,2,2,6,2,1,2.05882352941176,.654090646643218
300478,1,100810,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,2,52,6,2,1,8,2,3,3,4,2,2,4,4,1,2.17647058823529,.69146725502283
300485,1,100810,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,5,2,1,65,1,9,1,99, , , ,1,1,1,6,1,1,3.29411764705882,1.04654503462915
300486,1,100810,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,2,82,3,2,1,99, , , ,4,2,2,6,2,1,1.47058823529412,.467207604745156
300488,1,100810,2,3,S,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,100,100,1, , ,4,1,2,2,61,3,2,1,9,2,2,3,4,2,2,5,2,1,3.76470588235294,1.1960514681476
300499,1,100810,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,99,3,2,1,4, , , ,2,2,2,9,2,1,1.58823529411765,.504584213124768
300512,1,100810,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,2,2,99,6,2,1,99, , , ,9,1,1,9,4,1,1.64705882352941,.523272517314574
300514,1,100810,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,1,74,3,2,1,1, , , ,1,2,2,6,2,1,2.29411764705882,.728843863402443
300517,1,100810,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,3,2,2,80,3,2,1,3, , , ,1,1,1,6,2,1,2.88235294117647,.915726905300505
300521,1,100810,2,3,S,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,2,59,3,2,1,5,3,1,3,2,2,2,5,2,1,2.29411764705882,.728843863402443
300522,1,100810,2,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,3,2,1,69,7,2,1,8,3,2,3,4,2,2,6,4,1,1.58823529411765,.504584213124768
300526,1,100810,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,4,1,2,1,45,9,2,9,99, , , ,9,2,2,4,9,9,4.41176470588235,1.40162281423547
300530,1,100810,2,2,R,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,30,1, , ,2,1,1,2,99,7,2,1,7,3,1,3,4,2,2,9,4,1,1,.317701171226706
300535,1,100810,2,2,R,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2, ,20,1, , ,1,1,1,2,33,5,2,1,4,1,1,1,2,2,2,2,3,1,1.58823529411765,.504584213124768
300544,1,100810,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,1,72,7,2,1,99, , , ,9,2,2,6,4,1,1,.317701171226706
300545,1,100810,2,3,U,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,3,3,2,1,78,6,2,1,8,3,3,3,4,2,2,6,4,1,1.58823529411765,.504584213124768
300559,1,100810,2,2,R,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,200,0,1, , ,2,3,2,2,63,7,2,1,5,2,3,3,2,2,2,5,4,1,1.29411764705882,.411142692175737
300562,1,100810,2,2,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,24,40,1, , ,2,1,1,2,54,3,2,1,99,3,1,1,9,2,2,4,2,1,5.23529411764706,1.66325907289275
300573,1,100810,2,2,U,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2, ,0,1, , ,1,1,1,1,45,6,2,1,7,2,1,3,4,2,2,4,4,1,2.05882352941176,.654090646643218
300574,1,100810,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,2,2,99,7,2,1,99, , , ,9,1,1,9,4,1,1.52941176470588,.485895908934962
300578,1,100810,2,3,S,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,2,99,6,2,1,99,3,1,1,9,2,2,9,4,1,1.17647058823529,.373766083796125
300581,1,100810,2,3,S,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,50,50,1, , ,1,1,2,1,45,6,2,1,99,2,3,3,9,2,2,4,4,1,1.35294117647059,.429830996365543
300582,1,100910,2,3,U,1,1,1,2,8,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2, ,9998,1, , ,2,1,1,2,39,5,2,1,7,2,1,1,4,2,2,3,3,1,3.29411764705882,1.04654503462915
300587,1,100810,2,3,U,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,1,2,2,53,2,2,1,99,3,3,3,9,2,2,4,1,1,4.82352941176471,1.53244094356411
300593,1,100810,2,2,S,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,2,61,3,2,1,4,3,3,3,2,2,2,5,2,1,3.17647058823529,1.00916842624954
300595,1,100810,2,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,2,80,5,2,1,5, , , ,2,2,2,6,3,1,1,.317701171226706
300596,1,100810,2,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,79,3,2,1,3, , , ,1,2,2,6,2,1,1,.317701171226706
300599,1,100910,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,1, ,2,2,2,1,34,7,2,1,8,3,2,3,4,1,2,2,4,1,5.41176470588235,1.71932398546217
300602,1,100810,2,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,2,60,5,2,2,4, , , ,2,2,2,5,3,2,1.41176470588235,.44851930055535
300607,1,100810,2,2,S,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,8,8, ,1,1, , ,3,9,9,2,99,6,2,1,99,1,1,3,9,2,2,9,4,1,2.05882352941176,.654090646643218
300608,1,100810,2,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,2,81,5,2,1,2, , , ,1,2,2,6,3,1,1,.317701171226706
300627,1,100810,2,4,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,1,79,6,2,1,2, , , ,1,2,2,6,4,1,1.47058823529412,.467207604745156
300628,1,100810,2,4,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,1,88,3,2,1,99, , , ,9,2,2,6,2,1,2,.635402342453412
300637,1,100810,2,4,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,3,1,2,2,99,3,2,4,99,3,3,3,9,2,2,9,2,4,2.35294117647059,.747532167592249
300644,1,100810,2,4,S,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2, ,0,1, , ,2,4,1,2,41,3,2,1,8,2,1,3,4,2,2,3,2,1,6,1.90620702736024
300645,1,100810,2,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2, ,0,1, , ,2,1,1,2,35,2,2,1,6,1,1,3,3,2,2,3,1,1,8.17647058823529,2.59767428238307
300646,1,100910,2,4,S,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,2,80,6,2,1,9,3,3,2,4,2,2,6,4,1,1.35294117647059,.429830996365543
300652,1,100810,2,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,78,3,2,1,2, , , ,1,2,2,6,2,1,2.29411764705882,.728843863402443
300671,1,100810,2,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8, ,75,1, , ,4,1,2,1,65,6,2,1,7,2,1,3,4,2,2,6,4,1,1.76470588235294,.560649125694187
300676,1,100810,2,4,U,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,25,1, , ,3,4,1,2,41,3,2,1,99,1,2,3,2,2,2,3,2,1,4.64705882352941,1.47637603099469
300685,1,100810,2,2,S,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,5,1, , ,2,1,1,1,62,5,2,2,5,2,3,3,2,2,2,5,3,2,1.70588235294118,.541960821504381
300687,1,100810,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,2,53,3,2,1,5,3,2,3,2,2,2,4,2,1,2.94117647058824,.934415209490311
300689,1,100810,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,1,62,2,2,2,3, , , ,1,2,2,5,1,2,1.41176470588235,.44851930055535
300697,1,100810,2,2,S,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2, ,30,1, , ,2,1,1,2,40,5,2,1,7,2,2,3,4,2,2,3,3,1,2.94117647058824,.934415209490311
300703,1,100810,2,4,S,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1500,30,1, , ,2,1,1,1,43,5,2,1,8,2,1,2,4,2,2,3,3,1,4.47058823529412,1.42031111842527
300713,1,100810,2,4,U,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,8,8, ,9998,1, , ,1,3,2,2,77,5,2,1,99,2,3,3,9,2,2,6,3,1,1.23529411764706,.392454387985931
300727,1,100910,2,3,U,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,3,1,1,99,3,2,1,1,3,2,3,1,2,2,9,2,1,2.70588235294118,.859661992731086
300738,1,100910,2,2,R,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,4,4,2,2,56,3,2,1,4,3,2,3,2,2,2,5,2,1,1.52941176470588,.485895908934962
300739,1,100910,2,3,S,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,120,0,1, , ,2,1,1,1,42,7,2,1,7,1,3,3,4,2,2,3,4,1,3.17647058823529,1.00916842624954
300752,1,100910,2,1,S,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2, ,0,1, , ,3,1,2,2,47,5,2,1,7,2,3,3,4,2,2,4,3,1,4.64705882352941,1.47637603099469
300759,1,100910,2,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2, ,1,1, , ,6,2,2,1,22,5,2,1,7,2,1,3,4,2,2,1,3,1,3.41176470588235,1.08392164300876
300761,1,100910,2,3,R,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2, ,5,1, , ,1,4,2,1,45,3,2,4,1,2,3,3,1,2,2,4,2,4,2,.635402342453412
300768,1,100910,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,71,4,1,1,2, , , ,1,2,2,6,2,3,1.29411764705882,.411142692175737
300769,1,100910,2,2,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,2,1, ,3,4,2,2,54,2,2,1,3,2,3,3,1,1,2,4,1,1,8.17647058823529,2.59767428238307
300776,1,100910,2,1,R,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2, ,39,1, , ,2,1,2,2,45,7,2,1,7,1,1,3,4,2,2,4,4,1,2.11764705882353,.672778950833024
