Unique ID,Sample type,Interview date,Q.Revised  REVISIONS TO QUESTIONNAIRE.,Census Region - from zip merge,Community type from zip merge - alpha,"Q6a Do you use the internet, at least occasionally?","Q6b Do you send or receive email, at least occasionally?",Do you use Internet,Q7 Did you happen to use the internet YESTERDAY?,PAY1a .Music,PAY1b .OnlineStreaming,PAY1c .Photos,PAY1d .Reading Articles,PAY1e .e-Book,PAY1f .Games,PAY1g .OnlineGameItems,PAY1h .OnlineGamesCheats,PAY1i .Podcasts,PAY1j .Ringtones,PAY1k .Software,PAY1l .MobileApps,PAY1m .ExclusiceWebsites,PAY1n .PremiumContent,PAY1o .Adult content,PAY1p .Others,PAY2a ForDownload,PAY2b ForStreaming,PAY2c ForSubscription,Payflag,PAY3 PastYearlyPayment,PAY4 AvgMonthlyPayment,L1  working cellphone,L1a HouseHold working cellphone,C1 AnyLandline,HH1 How many adults,EMP  Status,PAR Are you the parent or guardian of any children under 18 years of age?,Sex,Age,Education,Hispanic,Race/Ethnicity,Income,ACTIV75. Do you ever use the internet to -- PAY to access or download digital content ,ACTIV87. Do you ever use the internet to -- Use a social networking ,ACTIV112. Do you ever use the internet to -- Use Twitter or another service to share updates ,Income Summary,Individual telephone use,Household telephone use,Recoded age,Recoded education,Race/Ethnicity,Final weight,Standardized Weight
201315,Cell,101010,10/08 - client changes,Northeast,Urban,Yes,Yes,1,"No, did not use the internet yesterday",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,,,"No, no home telephone",1,Retired,No,Female,75,"None, or grade 1 to 8",No,Black or African-American,(DO NOT READ) Don’t know/Refused,No,No,No,Undesignated,CPO,CPO HH,65+,LT HS,AA~Hisp,5.882352941,1.868830419
201352,Cell,101010,10/08 - client changes,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,1,1800,Nothing,,,"No, no home telephone",2,Employed full-time,No,Male,27,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$75,000 to under $100,000",Yes/yesterday,Yes/not yesterday,Yes/not yesterday,$75K+,CPO,CPO HH,25-34,Coll+,White~Hisp,4,1.270804685
201353,Cell,101010,10/08 - client changes,Midwest,Urban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1,30,5,,,"No, no home telephone",1,Employed full-time,No,Female,43,"Some college or university work, but no four-year degree",No,White,"$10,000 to under $20,000",Yes/not yesterday,Yes/yesterday,Yes/yesterday,Under $30K,CPO,CPO HH,35-44,Some coll,White~Hisp,4.588235294,1.457687727
300034,Landline,100710,Initial Version,Midwest,Rural,Yes,Yes,1,"No, did not use the internet yesterday",No,No,No,No,No,No,No,No,(DO NOT READ) Don’t know,No,No,No,Yes,No,No,No,No,No,No,1,,Don’t know,"Yes, have cell phone",,,1,Employed full-time,No,Male,50,"High school graduate, Grade 12, or GED certificate",No,White,"$20,000 to under $30,000",Yes/not yesterday,Yes/not yesterday,No,Under $30K,Dual,Dual HH,45-54,HS grad,White~Hisp,1.529411765,0.485895909
300060,Landline,100710,Initial Version,South,Urban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Female,71,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$150,000 or over",Yes/yesterday,Yes/not yesterday,No,$75K+,Dual,Dual HH,65+,Coll+,White~Hisp,2,0.635402343
300077,Landline,100710,Initial Version,Midwest,Urban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed full-time,Yes,Female,44,"College or university graduate (BA, BS or other four-year degree received)",No,White,(DO NOT READ) Don’t know/Refused,Yes/not yesterday,No,No,Undesignated,Dual,Dual HH,35-44,Coll+,White~Hisp,2.882352941,0.915726905
300085,Landline,100810,10/08 - client changes,South,Urban,Yes,Yes,1,"Yes, used the internet yesterday",No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,1,,1,"Yes, have cell phone",,,1,Employed full-time,Yes,Male,Refused,"College or university graduate (BA, BS or other four-year degree received)",No,(DO NOT READ) Don’t know/Refused,(DO NOT READ) Don’t know/Refused,Yes/not yesterday,No,No,Undesignated,Dual,Dual HH,DK/Ref,Coll+,DK/Ref,1.117647059,0.35507778
300100,Landline,100710,Initial Version,South,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Male,65,"High school graduate, Grade 12, or GED certificate",No,White,"$75,000 to under $100,000",No,No,No,$75K+,Dual,Dual HH,65+,HS grad,White~Hisp,2.294117647,0.728843863
300107,Landline,100710,Initial Version,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,Nothing,Nothing,"Yes, have cell phone",,,4,Retired,No,Female,71,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$75,000 to under $100,000",Yes/yesterday,No,No,$75K+,Dual,Dual HH,65+,Coll+,White~Hisp,1.294117647,0.411142692
300109,Landline,100710,Initial Version,Northeast,Urban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,1,,10,"Yes, have cell phone",,,1,Employed full-time,No,Female,35,"College or university graduate (BA, BS or other four-year degree received)",No,White,(DO NOT READ) Don’t know/Refused,Yes/not yesterday,Yes/not yesterday,Yes/not yesterday,Undesignated,Dual,Dual HH,35-44,Coll+,White~Hisp,2.529411765,0.80359708
300120,Landline,100810,10/08 - client changes,South,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Don’t know,"Yes, have cell phone",,,3,Employed full-time,Yes,Female,64,"Some college or university work, but no four-year degree",No,White,"$75,000 to under $100,000",Yes/yesterday,No,No,$75K+,Dual,Dual HH,55-64,Some coll,White~Hisp,1.941176471,0.616714038
300122,Landline,100710,Initial Version,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1,40,Nothing,"Yes, have cell phone",,,2,Employed full-time,Yes,Male,49,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$150,000 or over",Yes/yesterday,No,No,$75K+,Dual,Dual HH,45-54,Coll+,White~Hisp,2.411764706,0.766220472
300128,Landline,100710,Initial Version,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,1,,5,"Yes, have cell phone",,,3,Employed full-time,No,Male,54,"College or university graduate (BA, BS or other four-year degree received)",No,White,(DO NOT READ) Don’t know/Refused,Yes/not yesterday,Yes/yesterday,Yes/yesterday,$75K+,Dual,Dual HH,45-54,Coll+,White~Hisp,2.411764706,0.766220472
300144,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Female,73,"College or university graduate (BA, BS or other four-year degree received)",No,White,(DO NOT READ) Don’t know/Refused,No,Yes/yesterday,No,$30K-LT $50k,Dual,Dual HH,65+,Coll+,White~Hisp,1,0.317701171
300152,Landline,100810,10/08 - client changes,West,Urban,Yes,Yes,1,"No, did not use the internet yesterday",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed part-time,No,Male,67,"Some college or university work, but no four-year degree",No,White,"$150,000 or over",No,Yes/not yesterday,No,$75K+,Dual,Dual HH,65+,Some coll,White~Hisp,2.176470588,0.691467255
300171,Landline,100710,Initial Version,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Female,70,"Some college or university work, but no four-year degree",No,White,"$20,000 to under $30,000",No,Yes/yesterday,No,Under $30K,Dual,Dual HH,65+,Some coll,White~Hisp,1.588235294,0.504584213
300182,Landline,100710,Initial Version,Midwest,Rural,No,Yes,1,"No, did not use the internet yesterday",No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,1,200,50,"No, do not","Yes, someone in household has cell phone",,4,Retired,No,Female,52,"High school graduate, Grade 12, or GED certificate",No,White,"$100,000 to under $150,000",No,No,No,$75K+,LLO,Dual HH,45-54,HS grad,White~Hisp,5.058823529,1.60719416
300187,Landline,100710,Initial Version,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,1,,80,"Yes, have cell phone",,,2,Employed full-time,No,Male,50,"High school graduate, Grade 12, or GED certificate",Yes,Other (SPECIFY),"$10,000 to under $20,000",Yes/yesterday,Yes/yesterday,Yes/yesterday,Under $30K,Dual,Dual HH,45-54,HS grad,Hispanic,3.470588235,1.102609947
300211,Landline,100710,Initial Version,South,Urban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,1,Retired,No,Male,66,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$30,000 to under $40,000",No,No,No,$30K-LT $50k,Dual,Dual HH,65+,Coll+,White~Hisp,1,0.317701171
300235,Landline,100710,Initial Version,West,Urban,Yes,Yes,1,"No, did not use the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Female,65,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,Black or African-American,"$30,000 to under $40,000",No,No,No,$30K-LT $50k,Dual,Dual HH,65+,Coll+,AA~Hisp,1,0.317701171
300247,Landline,100710,Initial Version,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,1,,10,"Yes, have cell phone",,,2,Employed full-time,Yes,Male,42,"College or university graduate (BA, BS or other four-year degree received)",No,White,(DO NOT READ) Don’t know/Refused,Yes/yesterday,No,No,$75K+,Dual,Dual HH,35-44,Coll+,White~Hisp,2.823529412,0.897038601
300248,Landline,100710,Initial Version,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1,20,10,"Yes, have cell phone",,,5,Employed full-time,No,Male,26,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$50,000 to under $75,000",Yes/not yesterday,Yes/yesterday,Yes/not yesterday,$50K-LT $75K,Dual,Dual HH,25-34,Coll+,White~Hisp,2.411764706,0.766220472
300272,Landline,100710,Initial Version,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,Yes,Yes,No,Yes,No,No,(DO NOT READ) Don’t know,Yes,Yes,Yes,No,(DO NOT READ) Don’t know,No,No,No,No,No,1,,25,"Yes, have cell phone",,,2,Employed full-time,Yes,Female,36,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$50,000 to under $75,000",Yes/yesterday,No,No,$50K-LT $75K,Dual,Dual HH,35-44,Coll+,White~Hisp,3,0.953103514
300283,Landline,100710,Initial Version,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,1,Retired,No,Male,60,"Some college or university work, but no four-year degree",No,White,"$50,000 to under $75,000",Yes/yesterday,No,No,$50K-LT $75K,Dual,Dual HH,55-64,Some coll,White~Hisp,2.764705882,0.878350297
300290,Landline,100710,Initial Version,Midwest,Rural,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,(DO NOT READ) Don’t know,Yes,1,50,Nothing,"No, do not","Yes, someone in household has cell phone",,1,(VOL.) Disabled,No,Female,57,"College or university graduate (BA, BS or other four-year degree received)",No,White,(DO NOT READ) Don’t know/Refused,Yes/yesterday,Yes/not yesterday,Yes/yesterday,Undesignated,LLO,Dual HH,55-64,Coll+,White~Hisp,1.058823529,0.336389475
300293,Landline,100810,10/08 - client changes,South,Rural,Yes,Yes,1,"No, did not use the internet yesterday",No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Refused,"Yes, have cell phone",,,2,Retired,No,Male,72,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$150,000 or over",Yes/not yesterday,Yes/not yesterday,No,$75K+,Dual,Dual HH,65+,Coll+,White~Hisp,1.235294118,0.392454388
300299,Landline,100710,Initial Version,Midwest,Rural,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Female,55,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$50,000 to under $75,000",Yes/yesterday,Yes/yesterday,No,$50K-LT $75K,Dual,Dual HH,55-64,Coll+,White~Hisp,1.058823529,0.336389475
300301,Landline,100710,Initial Version,Midwest,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed full-time,No,Male,57,"Some college or university work, but no four-year degree",No,White,"$30,000 to under $40,000",No,No,No,$30K-LT $50k,Dual,Dual HH,55-64,Some coll,White~Hisp,1.882352941,0.598025734
300303,Landline,100710,Initial Version,West,Rural,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,1,,Nothing,"Yes, have cell phone",,,4,Employed full-time,Yes,Male,48,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,(DO NOT READ) Don’t know/Refused,Yes/not yesterday,Yes/yesterday,No,Undesignated,Dual,Dual HH,45-54,Coll+,White~Hisp,2,0.635402343
300311,Landline,100710,Initial Version,Midwest,Urban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,3,Employed full-time,No,Female,57,"Some college or university work, but no four-year degree",No,White,"$75,000 to under $100,000",No,Yes/not yesterday,No,$75K+,Dual,Dual HH,55-64,Some coll,White~Hisp,1.823529412,0.57933743
300323,Landline,100710,Initial Version,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,1,,Nothing,"Yes, have cell phone",,,Don’t know/Refused (VOL.),(DO NOT READ) Don’t know/Refused,(DO NOT READ) Don’t know/Refused,Male,55,"College or university graduate (BA, BS or other four-year degree received)",Yes,Native American/American Indian,(DO NOT READ) Don’t know/Refused,No,No,No,Undesignated,Dual,Dual HH,55-64,Coll+,Hispanic,2.529411765,0.80359708
300380,Landline,100810,10/08 - client changes,West,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1,,Nothing,"Yes, have cell phone",,,3,Employed full-time,No,Male,51,"High school graduate, Grade 12, or GED certificate",No,White,"$100,000 to under $150,000",No,No,No,$75K+,Dual,Dual HH,45-54,HS grad,White~Hisp,3.176470588,1.009168426
300385,Landline,100810,10/08 - client changes,Northeast,Rural,Yes,Yes,1,"No, did not use the internet yesterday",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,(DO NOT READ) Refused,1,,Refused,"Yes, have cell phone",,,1,Employed full-time,Yes,Female,Refused,"High school graduate, Grade 12, or GED certificate",No,White,"$30,000 to under $40,000",Yes/not yesterday,No,Yes/not yesterday,$30K-LT $50k,Dual,Dual HH,DK/Ref,HS grad,White~Hisp,1.352941177,0.429830996
300395,Landline,100810,10/08 - client changes,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,1,2,1,"Yes, have cell phone",,,4,Employed full-time,No,Male,63,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$100,000 to under $150,000",No,No,No,$75K+,Dual,Dual HH,55-64,Coll+,White~Hisp,2.058823529,0.654090647
300397,Landline,100810,10/08 - client changes,Midwest,Suburban,Yes,Yes,1,"No, did not use the internet yesterday",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed full-time,No,Female,45,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$40,000 to under $50,000",No,No,No,$30K-LT $50k,Dual,Dual HH,45-54,Coll+,White~Hisp,2.176470588,0.691467255
300405,Landline,100810,10/08 - client changes,South,Rural,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,50,"Yes, have cell phone",,,2,Employed full-time,No,Female,59,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$75,000 to under $100,000",Yes/yesterday,Yes/not yesterday,No,$75K+,Dual,Dual HH,55-64,Coll+,White~Hisp,1.529411765,0.485895909
300427,Landline,100810,10/08 - client changes,Northeast,Suburban,Yes,No,1,"No, did not use the internet yesterday",Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,1,Don’t know,Don’t know,"Yes, have cell phone",,,2,Employed full-time,No,Male,69,"Some college or university work, but no four-year degree",No,White,"$50,000 to under $75,000",Yes/not yesterday,No,No,$50K-LT $75K,Dual,Dual HH,65+,Some coll,White~Hisp,2.647058824,0.840973689
300434,Landline,100810,10/08 - client changes,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,1,100,Nothing,"Yes, have cell phone",,,1,Employed full-time,No,Female,55,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$75,000 to under $100,000",No,Yes/not yesterday,No,$75K+,Dual,Dual HH,55-64,Coll+,White~Hisp,1.235294118,0.392454388
300435,Landline,100810,10/08 - client changes,South,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed full-time,No,Male,64,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$50,000 to under $75,000",No,Yes/yesterday,Yes/yesterday,$50K-LT $75K,Dual,Dual HH,55-64,Coll+,White~Hisp,1.823529412,0.57933743
300438,Landline,100810,10/08 - client changes,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,1,200,200,"Yes, have cell phone",,,2,Employed full-time,No,Female,60,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$100,000 to under $150,000",Yes/yesterday,Yes/not yesterday,No,$75K+,Dual,Dual HH,55-64,Coll+,White~Hisp,2.235294118,0.710155559
300447,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,(DO NOT READ) Don’t know,Yes,1,100,Nothing,"Yes, have cell phone",,,2,Employed part-time,No,Female,50,"Some college or university work, but no four-year degree",No,White,"$75,000 to under $100,000",Yes/not yesterday,No,No,$75K+,Dual,Dual HH,45-54,Some coll,White~Hisp,2.470588235,0.784908776
300455,Landline,100810,10/08 - client changes,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed full-time,No,Male,63,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$75,000 to under $100,000",No,No,No,$75K+,Dual,Dual HH,55-64,Coll+,White~Hisp,2.117647059,0.672778951
300457,Landline,100910,10/08 - client changes,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,6 or greater,Employed full-time,No,Male,49,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$40,000 to under $50,000",No,Yes/yesterday,Yes/yesterday,$30K-LT $50k,Dual,Dual HH,45-54,Coll+,White~Hisp,2.176470588,0.691467255
300466,Landline,100810,10/08 - client changes,South,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,1,100,Don’t know,"Yes, have cell phone",,,2,Employed full-time,Yes,Male,47,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$100,000 to under $150,000",No,Yes/yesterday,No,$75K+,Dual,Dual HH,45-54,Coll+,White~Hisp,2,0.635402343
300467,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"No, did not use the internet yesterday",Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,1,,200,"Yes, have cell phone",,,3,Employed full-time,No,Female,18,"High school graduate, Grade 12, or GED certificate",No,White,"$30,000 to under $40,000",Yes/not yesterday,Yes/not yesterday,Yes/not yesterday,$30K-LT $50k,Dual,Dual HH,18-24,HS grad,White~Hisp,2.294117647,0.728843863
300472,Landline,100810,10/08 - client changes,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,1,Retired,No,Female,72,"High school graduate, Grade 12, or GED certificate",No,White,(DO NOT READ) Don’t know/Refused,No,Yes/yesterday,Yes/yesterday,Undesignated,Dual,Dual HH,65+,HS grad,White~Hisp,1,0.317701171
300478,Landline,100810,10/08 - client changes,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Female,52,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$100,000 to under $150,000",Yes/not yesterday,No,No,$75K+,Dual,Dual HH,45-54,Coll+,White~Hisp,2.176470588,0.691467255
300488,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,100,100,"Yes, have cell phone",,,4,Employed full-time,No,Female,61,"High school graduate, Grade 12, or GED certificate",No,White,"$150,000 or over",Yes/not yesterday,Yes/not yesterday,No,$75K+,Dual,Dual HH,55-64,HS grad,White~Hisp,3.764705882,1.196051468
300521,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Female,59,"High school graduate, Grade 12, or GED certificate",No,White,"$40,000 to under $50,000",No,Yes/yesterday,No,$30K-LT $50k,Dual,Dual HH,55-64,HS grad,White~Hisp,2.294117647,0.728843863
300530,Landline,100810,10/08 - client changes,Midwest,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,30,"Yes, have cell phone",,,2,Employed full-time,Yes,Female,Refused,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$75,000 to under $100,000",No,Yes/yesterday,No,$75K+,Dual,Dual HH,DK/Ref,Coll+,White~Hisp,1,0.317701171
300535,Landline,100810,10/08 - client changes,Midwest,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,1,,20,"Yes, have cell phone",,,1,Employed full-time,Yes,Female,33,"Some college or university work, but no four-year degree",No,White,"$30,000 to under $40,000",Yes/yesterday,Yes/yesterday,Yes/yesterday,$30K-LT $50k,Dual,Dual HH,25-34,Some coll,White~Hisp,1.588235294,0.504584213
300559,Landline,100810,10/08 - client changes,Midwest,Rural,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,1,200,Nothing,"Yes, have cell phone",,,2,Retired,No,Female,63,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$40,000 to under $50,000",Yes/not yesterday,No,No,$30K-LT $50k,Dual,Dual HH,55-64,Coll+,White~Hisp,1.294117647,0.411142692
300562,Landline,100810,10/08 - client changes,Midwest,Urban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,1,24,40,"Yes, have cell phone",,,2,Employed full-time,Yes,Female,54,"High school graduate, Grade 12, or GED certificate",No,White,(DO NOT READ) Don’t know/Refused,No,Yes/yesterday,Yes/yesterday,Undesignated,Dual,Dual HH,45-54,HS grad,White~Hisp,5.235294118,1.663259073
300573,Landline,100810,10/08 - client changes,Midwest,Urban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,1,,Nothing,"Yes, have cell phone",,,1,Employed full-time,Yes,Male,45,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$75,000 to under $100,000",Yes/not yesterday,Yes/yesterday,No,$75K+,Dual,Dual HH,45-54,Coll+,White~Hisp,2.058823529,0.654090647
300578,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed full-time,No,Female,Refused,"College or university graduate (BA, BS or other four-year degree received)",No,White,(DO NOT READ) Don’t know/Refused,No,Yes/yesterday,Yes/yesterday,Undesignated,Dual,Dual HH,DK/Ref,Coll+,White~Hisp,1.176470588,0.373766084
