Unique ID,Sample type,Interview date,Q.Revised  REVISIONS TO QUESTIONNAIRE.,Census Region - from zip merge,Community type from zip merge - alpha,"Q6a Do you use the internet, at least occasionally?","Q6b Do you send or receive email, at least occasionally?",Do you use Internet,Q7 Did you happen to use the internet YESTERDAY?,PAY1a .Music,PAY1b .OnlineStreaming,PAY1c .Photos,PAY1d .Reading Articles,PAY1e .e-Book,PAY1f .Games,PAY1g .OnlineGameItems,PAY1h .OnlineGamesCheats,PAY1i .Podcasts,PAY1j .Ringtones,PAY1k .Software,PAY1l .MobileApps,PAY1m .ExclusiceWebsites,PAY1n .PremiumContent,PAY1o .Adult content,PAY1p .Others,PAY2a ForDownload,PAY2b ForStreaming,PAY2c ForSubscription,Payflag,PAY3 PastYearlyPayment,PAY4 AvgMonthlyPayment,L1  working cellphone,L1a HouseHold working cellphone,C1 AnyLandline,HH1 How many adults,EMP  Status,PAR Are you the parent or guardian of any children under 18 years of age?,Sex,Age,Education,Hispanic,Race/Ethnicity,Income,ACTIV75. Do you ever use the internet to -- PAY to access or download digital content ,ACTIV87. Do you ever use the internet to -- Use a social networking ,ACTIV112. Do you ever use the internet to -- Use Twitter or another service to share updates ,Income Summary,Individual telephone use,Household telephone use,Recoded age,Recoded education,Race/Ethnicity,Final weight,Standardized Weight
300082,Landline,100710,Initial Version,Northeast,Suburban,Yes,Yes,1,"No, did not use the internet yesterday",Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,1,Nothing,60,"Yes, have cell phone",,,2,Employed full-time,Yes,Male,35,"Some college or university work, but no four-year degree",No,White,"$40,000 to under $50,000",Yes/not yesterday,Yes/not yesterday,Yes/not yesterday,$30K-LT $50k,Dual,Dual HH,35-44,Some coll,White~Hisp,6.411764706,2.037025157
300086,Landline,100710,Initial Version,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,Yes,No,No,(DO NOT READ) Don’t know,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Male,68,"High school graduate, Grade 12, or GED certificate",No,White,(DO NOT READ) Don’t know/Refused,No,No,No,$30K-LT $50k,Dual,Dual HH,65+,HS grad,White~Hisp,2.294117647,0.728843863
300087,Landline,100710,Initial Version,South,Suburban,No,Yes,1,"No, did not use the internet yesterday",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,(DO NOT READ) Don’t know,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Female,65,"High school graduate, Grade 12, or GED certificate",No,White,"$75,000 to under $100,000",No,No,No,$75K+,Dual,Dual HH,65+,HS grad,White~Hisp,1.588235294,0.504584213
300094,Landline,100710,Initial Version,West,Suburban,Yes,Yes,1,"No, did not use the internet yesterday",No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,Yes,Female,66,"High school graduate, Grade 12, or GED certificate",No,White,"$10,000 to under $20,000",Yes/not yesterday,Yes/not yesterday,No,Under $30K,Dual,Dual HH,65+,HS grad,White~Hisp,1.588235294,0.504584213
300096,Landline,100710,Initial Version,West,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,1,,Refused,"Yes, have cell phone",,,1,Employed full-time,No,Female,53,"Some college or university work, but no four-year degree",No,White,"$50,000 to under $75,000",Yes/not yesterday,Yes/yesterday,No,$50K-LT $75K,Dual,Dual HH,45-54,Some coll,White~Hisp,1.647058824,0.523272517
300097,Landline,100910,10/08 - client changes,Midwest,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,1,50,8,"Yes, have cell phone",,,3,Employed full-time,No,Female,53,"High school graduate, Grade 12, or GED certificate",No,White,"$30,000 to under $40,000",Yes/not yesterday,No,No,$30K-LT $50k,Dual,Dual HH,45-54,HS grad,White~Hisp,2.470588235,0.784908776
300110,Landline,100710,Initial Version,West,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,80,"No, do not","Yes, someone in household has cell phone",,1,Not employed,Yes,Male,38,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$40,000 to under $50,000",Yes/not yesterday,Yes/yesterday,Yes/not yesterday,$30K-LT $50k,LLO,Dual HH,35-44,Coll+,White~Hisp,6,1.906207027
300111,Landline,100710,Initial Version,South,Urban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Not employed,No,Male,47,"Some college or university work, but no four-year degree",No,White,"Less than $10,000",Yes/yesterday,No,No,Under $30K,Dual,Dual HH,45-54,Some coll,White~Hisp,2.705882353,0.859661993
300126,Landline,100710,Initial Version,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,1,20,10,"Yes, have cell phone",,,2,(VOL.) Student,No,Male,28,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$50,000 to under $75,000",Yes/yesterday,Yes/yesterday,No,$50K-LT $75K,Dual,Dual HH,25-34,Coll+,White~Hisp,2.647058824,0.840973689
300129,Landline,100710,Initial Version,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,50,"No, do not",No,,Don’t know/Refused (VOL.),Employed full-time,No,Male,Refused,"High school graduate, Grade 12, or GED certificate",No,White,(DO NOT READ) Don’t know/Refused,No,Yes/yesterday,Yes/yesterday,Under $30K,LLO,LLO HH,DK/Ref,HS grad,White~Hisp,4.588235294,1.457687727
300130,Landline,100710,Initial Version,South,Rural,Yes,Yes,1,"No, did not use the internet yesterday",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Male,70,"High school graduate, Grade 12, or GED certificate",No,Black or African-American,"$20,000 to under $30,000",No,No,No,Under $30K,Dual,Dual HH,65+,HS grad,AA~Hisp,1.294117647,0.411142692
300153,Landline,100710,Initial Version,West,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,(DO NOT READ) Don’t know,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,1,,Nothing,"Yes, have cell phone",,,1,Employed full-time,Yes,Male,40,"Some college or university work, but no four-year degree",No,Native American/American Indian,"$50,000 to under $75,000",Yes/yesterday,No,No,$50K-LT $75K,Dual,Dual HH,35-44,Some coll,Other~Hisp,3.235294118,1.02785673
300159,Landline,100710,Initial Version,West,Urban,Yes,Yes,1,"Yes, used the internet yesterday",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Not employed,Yes,Female,32,"College or university graduate (BA, BS or other four-year degree received)",Yes,White,"$50,000 to under $75,000",No,Yes/yesterday,No,$50K-LT $75K,Dual,Dual HH,25-34,Coll+,Hispanic,3.235294118,1.02785673
300197,Landline,100710,Initial Version,West,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,,24,"Yes, have cell phone",,,3,Retired,No,Female,56,"None, or grade 1 to 8",No,White,"$10,000 to under $20,000",No,Yes/yesterday,No,Under $30K,Dual,Dual HH,55-64,LT HS,White~Hisp,3.823529412,1.214739772
300200,Landline,100710,Initial Version,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Female,75,"High school graduate, Grade 12, or GED certificate",No,White,"$50,000 to under $75,000",No,No,No,$50K-LT $75K,Dual,Dual HH,65+,HS grad,White~Hisp,1.823529412,0.57933743
300213,Landline,100710,Initial Version,West,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Don’t know,"Yes, have cell phone",,,2,Retired,No,Female,71,"College or university graduate (BA, BS or other four-year degree received)",No,White,(DO NOT READ) Don’t know/Refused,No,No,No,Undesignated,Dual,Dual HH,65+,Coll+,White~Hisp,1.411764706,0.448519301
300218,Landline,100710,Initial Version,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,Yes,Yes,(DO NOT READ) Don’t know,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,3,Employed full-time,No,Female,Refused,"Some college or university work, but no four-year degree",No,White,(DO NOT READ) Don’t know/Refused,Yes/yesterday,No,No,Undesignated,Dual,Dual HH,DK/Ref,Some coll,White~Hisp,3.352941177,1.065233339
300226,Landline,100710,Initial Version,West,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed full-time,No,Male,47,"High school graduate, Grade 12, or GED certificate",No,White,"$30,000 to under $40,000",Yes/yesterday,No,No,$30K-LT $50k,Dual,Dual HH,45-54,HS grad,White~Hisp,3.823529412,1.214739772
300227,Landline,100710,Initial Version,West,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,1,,80,"Yes, have cell phone",,,3,Retired,No,Female,86,"Some college or university work, but no four-year degree",No,White,"$40,000 to under $50,000",Yes/not yesterday,Yes/not yesterday,No,$30K-LT $50k,Dual,Dual HH,65+,Some coll,White~Hisp,1.823529412,0.57933743
300230,Landline,100710,Initial Version,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"No, do not","Yes, someone in household has cell phone",,2,Employed full-time,Yes,Male,58,"High school graduate, Grade 12, or GED certificate",No,White,(DO NOT READ) Don’t know/Refused,Yes/not yesterday,Yes/yesterday,No,Undesignated,LLO,Dual HH,55-64,HS grad,White~Hisp,4.705882353,1.495064335
300237,Landline,100710,Initial Version,Northeast,Suburban,Yes,No,1,"Yes, used the internet yesterday",Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1,,30,"Yes, have cell phone",,,2,Retired,No,Female,Refused,"High school graduate, Grade 12, or GED certificate",No,White,(DO NOT READ) Don’t know/Refused,No,No,No,Undesignated,Dual,Dual HH,DK/Ref,HS grad,White~Hisp,2.352941177,0.747532168
300255,Landline,100710,Initial Version,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,1,,30,"Yes, have cell phone",,,2,Employed full-time,Yes,Female,42,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$100,000 to under $150,000",Yes/not yesterday,Yes/yesterday,No,$75K+,Dual,Dual HH,35-44,Coll+,White~Hisp,2.647058824,0.840973689
300261,Landline,100710,Initial Version,South,Rural,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1,,20,"Yes, have cell phone",,,3,Employed full-time,No,Male,18,"Some college or university work, but no four-year degree",No,White,"$100,000 to under $150,000",Yes/yesterday,Yes/yesterday,No,$75K+,Dual,Dual HH,18-24,Some coll,White~Hisp,2.647058824,0.840973689
300267,Landline,100710,Initial Version,Midwest,Urban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,(DO NOT READ) Don’t know,No,1,,5,"Yes, have cell phone",,,2,Employed full-time,No,Female,Refused,"Some college or university work, but no four-year degree",No,White,"$75,000 to under $100,000",Yes/yesterday,Yes/yesterday,No,$75K+,Dual,Dual HH,DK/Ref,Some coll,White~Hisp,1.235294118,0.392454388
300271,Landline,100710,Initial Version,West,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,1,50,Nothing,"Yes, have cell phone",,,2,Employed full-time,Yes,Male,39,"Some college or university work, but no four-year degree",No,White,"$100,000 to under $150,000",Yes/yesterday,No,No,$75K+,Dual,Dual HH,35-44,Some coll,White~Hisp,4.294117647,1.364246206
300285,Landline,100710,Initial Version,South,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,1,25,20,"Yes, have cell phone",,,1,Retired,No,Male,81,"High school graduate, Grade 12, or GED certificate",No,White,(DO NOT READ) Don’t know/Refused,Yes/not yesterday,No,No,Undesignated,Dual,Dual HH,65+,HS grad,White~Hisp,1.294117647,0.411142692
300296,Landline,100810,10/08 - client changes,Midwest,Suburban,Yes,Yes,1,"No, did not use the internet yesterday",No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,1,Retired,No,Female,63,"Some college or university work, but no four-year degree",No,White,"$20,000 to under $30,000",Yes/not yesterday,Yes/not yesterday,No,Under $30K,Dual,Dual HH,55-64,Some coll,White~Hisp,1.176470588,0.373766084
300308,Landline,100710,Initial Version,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"No, do not","Yes, someone in household has cell phone",,2,Not employed,Yes,Female,27,"Some college or university work, but no four-year degree",No,Black or African-American,"Less than $10,000",No,Yes/yesterday,Yes/yesterday,Under $30K,LLO,Dual HH,25-34,Some coll,AA~Hisp,5.294117647,1.681947377
300326,Landline,100710,Initial Version,Midwest,Rural,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed full-time,No,Male,49,"Some college or university work, but no four-year degree",No,White,"$40,000 to under $50,000",Yes/not yesterday,Yes/yesterday,No,$30K-LT $50k,Dual,Dual HH,45-54,Some coll,White~Hisp,1.705882353,0.541960822
300328,Landline,100710,Initial Version,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,3,Retired,Yes,Female,69,"Some college or university work, but no four-year degree",No,White,"$75,000 to under $100,000",No,No,No,$75K+,Dual,Dual HH,65+,Some coll,White~Hisp,1.294117647,0.411142692
300333,Landline,100710,Initial Version,South,Urban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,1,Employed part-time,No,Female,65,"College or university graduate (BA, BS or other four-year degree received)",No,Black or African-American,"$30,000 to under $40,000",Yes/not yesterday,No,Yes/yesterday,$30K-LT $50k,Dual,Dual HH,65+,Coll+,AA~Hisp,1,0.317701171
300335,Landline,100710,Initial Version,West,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,1,50,Nothing,"Yes, have cell phone",,,3,Retired,No,Male,72,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,(DO NOT READ) Don’t know/Refused,No,No,No,$75K+,Dual,Dual HH,65+,Coll+,White~Hisp,1.941176471,0.616714038
300340,Landline,100710,Initial Version,West,Rural,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed part-time,Yes,Male,32,"High school graduate, Grade 12, or GED certificate",No,White,"$40,000 to under $50,000",Yes/not yesterday,Yes/yesterday,No,$30K-LT $50k,Dual,Dual HH,25-34,HS grad,White~Hisp,6.705882353,2.130466678
300343,Landline,100710,Initial Version,West,Urban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed part-time,Yes,Female,42,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$100,000 to under $150,000",Yes/yesterday,Yes/yesterday,Yes/not yesterday,$75K+,Dual,Dual HH,35-44,Coll+,White~Hisp,6.647058824,2.111778373
300344,Landline,100710,Initial Version,West,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,(DO NOT READ) Don’t know,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Retired,No,Male,63,"College or university graduate (BA, BS or other four-year degree received)",No,Mixed race,"$50,000 to under $75,000",No,Yes/yesterday,No,$50K-LT $75K,Dual,Dual HH,55-64,Coll+,Other~Hisp,2.352941177,0.747532168
300347,Landline,100710,Initial Version,West,Urban,Yes,Yes,1,"No, did not use the internet yesterday",No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,1,10,Nothing,"Yes, have cell phone",,,2,Employed full-time,Yes,Female,Refused,"High school graduate, Grade 12, or GED certificate",No,(DO NOT READ) Don’t know/Refused,(DO NOT READ) Don’t know/Refused,Yes/not yesterday,Yes/not yesterday,Yes/not yesterday,Undesignated,Dual,Dual HH,DK/Ref,HS grad,DK/Ref,2.941176471,0.93441521
300354,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,1,Employed full-time,Yes,Female,18,"None, or grade 1 to 8",No,White,"Less than $10,000",Yes/yesterday,Yes/yesterday,No,Under $30K,Dual,Dual HH,18-24,LT HS,White~Hisp,4.529411765,1.438999423
300363,Landline,100810,10/08 - client changes,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,Yes,No,(DO NOT READ) Don’t know,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,3,Not employed,Yes,Male,36,"High school graduate, Grade 12, or GED certificate",No,Black or African-American,"Less than $10,000",No,Yes/yesterday,Yes/yesterday,Under $30K,Dual,Dual HH,35-44,HS grad,AA~Hisp,4.647058824,1.476376031
300378,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,120,10,"Yes, have cell phone",,,5,Employed full-time,Yes,Male,39,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,Mixed race,"$150,000 or over",Yes/yesterday,Yes/yesterday,No,$75K+,Dual,Dual HH,35-44,Coll+,Other~Hisp,3.352941177,1.065233339
300381,Landline,100810,10/08 - client changes,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,1,20,100,"Yes, have cell phone",,,2,Employed full-time,Yes,Male,43,"High school graduate, Grade 12, or GED certificate",No,White,"$50,000 to under $75,000",No,Yes/yesterday,No,$50K-LT $75K,Dual,Dual HH,35-44,HS grad,White~Hisp,5.235294118,1.663259073
300400,Landline,100810,10/08 - client changes,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,1,100,Nothing,"Yes, have cell phone",,,3,Employed full-time,No,Male,50,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,(DO NOT READ) Don’t know/Refused,Yes/not yesterday,No,No,$75K+,Dual,Dual HH,45-54,Coll+,White~Hisp,1.882352941,0.598025734
300403,Landline,100810,10/08 - client changes,South,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed part-time,No,Male,23,"Some college or university work, but no four-year degree",No,White,"$75,000 to under $100,000",Yes/not yesterday,No,No,$75K+,Dual,Dual HH,18-24,Some coll,White~Hisp,2.647058824,0.840973689
300422,Landline,100810,10/08 - client changes,Northeast,Urban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Don’t know,"Yes, have cell phone",,,3,(VOL.) Disabled,No,Male,57,"High school graduate, Grade 12, or GED certificate",No,White,"$30,000 to under $40,000",No,Yes/yesterday,No,$30K-LT $50k,Dual,Dual HH,55-64,HS grad,White~Hisp,5.235294118,1.663259073
300425,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"No, did not use the internet yesterday",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1,,10,"Yes, have cell phone",,,2,Not employed,Yes,Female,38,"Some college or university work, but no four-year degree",No,White,(DO NOT READ) Don’t know/Refused,No,Yes/not yesterday,No,$75K+,Dual,Dual HH,35-44,Some coll,White~Hisp,3.294117647,1.046545035
300437,Landline,100910,10/08 - client changes,South,Urban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,1,Nothing,Nothing,"Yes, have cell phone",,,3,Not employed,No,Female,61,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$75,000 to under $100,000",Yes/not yesterday,No,No,$75K+,Dual,Dual HH,55-64,Coll+,White~Hisp,1.647058824,0.523272517
300442,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,1,70,70,"Yes, have cell phone",,,2,Employed part-time,No,Female,23,"College or university graduate (BA, BS or other four-year degree received)",No,Black or African-American,"$100,000 to under $150,000",Yes/not yesterday,Yes/yesterday,Yes/yesterday,$75K+,Dual,Dual HH,18-24,Coll+,AA~Hisp,1,0.317701171
300461,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,1,Nothing,Nothing,"Yes, have cell phone",,,1,Employed full-time,No,Male,34,"College or university graduate (BA, BS or other four-year degree received)",No,White,(DO NOT READ) Don’t know/Refused,Yes/yesterday,No,No,$50K-LT $75K,Dual,Dual HH,25-34,Coll+,White~Hisp,2.176470588,0.691467255
300474,Landline,100810,10/08 - client changes,Northeast,Urban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,Yes,No,Yes,(DO NOT READ) Don’t know,Yes,No,Yes,No,No,No,No,No,No,No,1,,50,"Yes, have cell phone",,,4,Employed full-time,Yes,Female,41,"Technical, trade or vocational school AFTER high school",Yes,Mixed race,"$75,000 to under $100,000",No,Yes/yesterday,No,$75K+,Dual,Dual HH,35-44,HS grad,Hispanic,7.058823529,2.242596503
300476,Landline,100810,10/08 - client changes,Midwest,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Employed full-time,Yes,Male,40,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,White,"$150,000 or over",Yes/yesterday,Yes/yesterday,No,$75K+,Dual,Dual HH,35-44,Coll+,White~Hisp,2.588235294,0.822285384
300489,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,1,,30,"Yes, have cell phone",,,2,Employed full-time,Yes,Male,35,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$20,000 to under $30,000",No,Yes/yesterday,No,Under $30K,Dual,Dual HH,35-44,Coll+,White~Hisp,3.058823529,0.971791818
300491,Landline,100810,10/08 - client changes,Northeast,Rural,Yes,Yes,1,"Yes, used the internet yesterday",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,1,,Nothing,"Yes, have cell phone",,,2,Employed part-time,No,Female,55,"Technical, trade or vocational school AFTER high school",No,White,(DO NOT READ) Don’t know/Refused,No,No,No,Undesignated,Dual,Dual HH,55-64,HS grad,White~Hisp,1.882352941,0.598025734
300494,Landline,100810,10/08 - client changes,South,Urban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,,Nothing,"No, do not","Yes, someone in household has cell phone",,1,Not employed,No,Male,Refused,High school incomplete (Grades 9-11),No,White,(DO NOT READ) Don’t know/Refused,Yes/yesterday,Yes/yesterday,Yes/yesterday,Undesignated,LLO,Dual HH,DK/Ref,LT HS,White~Hisp,3.529411765,1.121298251
300496,Landline,100810,10/08 - client changes,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Refused,"Yes, have cell phone",,,2,Not employed,No,Female,Refused,"Post graduate or professional schooling after college (including work towards an MA, MS, Ph.D., JD, DDS, or MD degree)",No,(DO NOT READ) Don’t know/Refused,(DO NOT READ) Don’t know/Refused,Yes/yesterday,Yes/not yesterday,Yes/not yesterday,Undesignated,Dual,Dual HH,DK/Ref,Coll+,DK/Ref,1.705882353,0.541960822
300498,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,9996,"Yes, have cell phone",,,3,Retired,No,Male,73,"Some college or university work, but no four-year degree",No,Black or African-American,(DO NOT READ) Don’t know/Refused,Yes/not yesterday,No,No,Undesignated,Dual,Dual HH,65+,Some coll,AA~Hisp,1.705882353,0.541960822
300505,Landline,100810,10/08 - client changes,South,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"Yes, have cell phone",,,2,Not employed,Yes,Female,29,"College or university graduate (BA, BS or other four-year degree received)",No,White,"$150,000 or over",No,Yes/yesterday,Yes/not yesterday,$75K+,Dual,Dual HH,25-34,Coll+,White~Hisp,1.705882353,0.541960822
300513,Landline,100810,10/08 - client changes,Northeast,Suburban,Yes,Yes,1,"Yes, used the internet yesterday",No,No,No,Yes,No,Yes,No,Yes,(DO NOT READ) Don’t know,No,No,No,No,No,No,No,No,No,No,1,,Nothing,"No, do not","Yes, someone in household has cell phone",,4,Employed full-time,No,Male,47,"High school graduate, Grade 12, or GED certificate",No,White,"$100,000 to under $150,000",Yes/not yesterday,No,No,$75K+,LLO,Dual HH,45-54,HS grad,White~Hisp,7.823529412,2.485544457
